file_name,predict,predictor_type,layers,nodes,activation,optimizer,loss_function,epochs,batch_size,weighted,loss,accuracy
1574158322.0,rating,neural_net,4.0,32.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,2.988666907613381,0.7629930973052979
1574158489.0,rating,neural_net,4.0,64.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,3.2317770258495115,0.7830826640129089
1574158707.0,rating,neural_net,4.0,128.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,1.7689670693248982,0.7999186515808105
1574159032.0,rating,neural_net,4.0,256.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,3.0849897861480717,0.799999475479126
1574163022.0,rating,neural_net,1.0,2.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,1.3126863425899784,0.8505896925926208
1574163122.0,rating,neural_net,1.0,4.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,1.0880231492254684,0.8363561034202576
1574163222.0,rating,neural_net,1.0,8.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,2.873340759203656,0.7652704119682312
1574163341.0,rating,neural_net,1.0,16.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,3.557310151200607,0.6105732917785645
1574163473.0,rating,neural_net,1.0,32.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,2.8759057294939434,0.7385928630828857
1574163625.0,rating,neural_net,1.0,64.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,1.258788427088793,0.8359495997428894
1574163807.0,rating,neural_net,1.0,128.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,3.0849897861480717,0.799999475479126
1574164103.0,rating,neural_net,1.0,256.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,3.1010890334735515,0.794631838798523
1574164226.0,rating,neural_net,2.0,2.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,0.8118180702400672,0.7810493707656859
1574164367.0,rating,neural_net,2.0,4.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,1.4450495993039043,0.7481904625892639
1574164486.0,rating,neural_net,2.0,8.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,1.04364641728853,0.8143147230148315
1574164597.0,rating,neural_net,2.0,16.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,1.4982801815900146,0.8069947957992554
1574164727.0,rating,neural_net,2.0,32.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,True,3.1437762535020752,0.7595771551132202
